EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0380635
omega, real, im
6.293263e-01, 1.163937e+00, -1.519080e-01
8.324402e-01, 1.140560e+00, -1.337962e-01
1.106767e+00, 1.117388e+00, -1.189649e-01
1.465296e+00, 1.102643e+00, -1.090231e-01
1.947914e+00, 1.088256e+00, -1.033883e-01
2.563042e+00, 1.076024e+00, -9.816817e-02
3.424066e+00, 1.063043e+00, -9.740854e-02
4.530037e+00, 1.049950e+00, -9.747570e-02
5.992113e+00, 1.037458e+00, -1.015623e-01
7.927565e+00, 1.022618e+00, -1.069594e-01
1.057009e+01, 1.006724e+00, -1.159882e-01
1.391364e+01, 9.872093e-01, -1.260442e-01
1.845393e+01, 9.648272e-01, -1.391224e-01
2.454369e+01, 9.346100e-01, -1.529806e-01
3.255131e+01, 9.027760e-01, -1.628689e-01
4.321071e+01, 8.656906e-01, -1.681627e-01
5.721156e+01, 8.251145e-01, -1.680218e-01
7.575201e+01, 7.884070e-01, -1.628492e-01
1.005888e+02, 7.574974e-01, -1.537710e-01
1.333896e+02, 7.279589e-01, -1.423248e-01
1.765735e+02, 7.052401e-01, -1.331284e-01
2.340678e+02, 6.831515e-01, -1.243341e-01
3.106798e+02, 6.620702e-01, -1.170803e-01
4.111698e+02, 6.431448e-01, -1.110638e-01
5.461295e+02, 6.237890e-01, -1.042276e-01
7.237254e+02, 6.080300e-01, -9.936535e-02
9.582557e+02, 5.905268e-01, -9.513924e-02
1.271695e+03, 5.756969e-01, -9.031076e-02
1.686208e+03, 5.607419e-01, -8.666082e-02
2.234103e+03, 5.463403e-01, -8.188535e-02
2.965431e+03, 5.297971e-01, -8.097009e-02
3.923223e+03, 5.160719e-01, -7.655580e-02
5.210048e+03, 5.030393e-01, -7.417567e-02
6.904879e+03, 4.895661e-01, -7.112869e-02
9.156696e+03, 4.781580e-01, -6.798936e-02
1.214596e+04, 4.664122e-01, -6.455213e-02
1.613231e+04, 4.548219e-01, -6.259227e-02
2.131095e+04, 4.461663e-01, -6.018523e-02
2.827860e+04, 4.335139e-01, -5.688312e-02
3.747491e+04, 4.235674e-01, -5.420696e-02
4.976918e+04, 4.164149e-01, -5.109341e-02
6.585677e+04, 4.055517e-01, -4.818892e-02
8.743691e+04, 3.969815e-01, -4.665245e-02
1.157480e+05, 3.907177e-01, -4.367362e-02
1.534472e+05, 3.807712e-01, -3.980034e-02
2.034181e+05, 3.725139e-01, -3.721289e-02
2.696861e+05, 3.660454e-01, -3.507969e-02
3.575525e+05, 3.616851e-01, -3.383506e-02
4.739878e+05, 3.525216e-01, -2.867853e-02
6.285148e+05, 3.455969e-01, -2.546050e-02
