EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0405642
omega, real, im
6.293263e-01, 8.212713e-01, -1.026350e-01
8.324402e-01, 8.113821e-01, -8.522107e-02
1.106767e+00, 8.037745e-01, -7.025386e-02
1.465296e+00, 7.969099e-01, -6.133724e-02
1.947914e+00, 7.894674e-01, -5.289973e-02
2.563042e+00, 7.847136e-01, -4.674433e-02
3.424066e+00, 7.791272e-01, -4.209520e-02
4.530037e+00, 7.750130e-01, -3.896837e-02
5.992113e+00, 7.704237e-01, -3.742309e-02
7.927565e+00, 7.664094e-01, -3.715078e-02
1.057009e+01, 7.618904e-01, -3.801308e-02
1.391364e+01, 7.576894e-01, -3.922776e-02
1.845393e+01, 7.525950e-01, -4.265086e-02
2.454369e+01, 7.456148e-01, -4.763879e-02
3.255131e+01, 7.403761e-01, -5.330261e-02
4.321071e+01, 7.307433e-01, -6.111912e-02
5.721156e+01, 7.258139e-01, -6.220034e-02
7.575201e+01, 7.067320e-01, -7.794961e-02
1.005888e+02, 6.883194e-01, -8.652423e-02
1.333896e+02, 6.684801e-01, -9.158679e-02
1.765735e+02, 6.483545e-01, -9.431498e-02
2.340678e+02, 6.265691e-01, -9.281183e-02
3.106798e+02, 6.070809e-01, -8.932965e-02
4.111698e+02, 5.894672e-01, -8.489268e-02
5.461295e+02, 5.747269e-01, -8.021020e-02
7.237254e+02, 5.605165e-01, -7.443756e-02
9.582557e+02, 5.476159e-01, -6.936470e-02
1.271695e+03, 5.362142e-01, -6.598374e-02
1.686208e+03, 5.266067e-01, -6.191836e-02
2.234103e+03, 5.162498e-01, -5.854762e-02
2.965431e+03, 5.070935e-01, -5.785049e-02
3.923223e+03, 4.968561e-01, -5.400301e-02
5.210048e+03, 4.870788e-01, -5.375612e-02
6.904879e+03, 4.771998e-01, -5.175063e-02
9.156696e+03, 4.692472e-01, -4.926572e-02
1.214596e+04, 4.598702e-01, -4.948405e-02
1.613231e+04, 4.506987e-01, -4.727205e-02
2.131095e+04, 4.439330e-01, -4.304519e-02
2.827860e+04, 4.371674e-01, -4.099203e-02
3.747491e+04, 4.294765e-01, -3.915850e-02
4.976918e+04, 4.216117e-01, -3.717009e-02
6.585677e+04, 4.154392e-01, -3.442699e-02
8.743691e+04, 4.098444e-01, -3.262173e-02
1.157480e+05, 4.039540e-01, -3.056126e-02
1.534472e+05, 3.986930e-01, -2.859907e-02
2.034181e+05, 3.933959e-01, -2.670434e-02
2.696861e+05, 3.880075e-01, -2.424230e-02
3.575525e+05, 3.834233e-01, -2.153251e-02
4.739878e+05, 3.788485e-01, -2.054688e-02
6.285148e+05, 3.729516e-01, -1.647545e-02
