EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0426491
omega, real, im
6.293263e-01, 1.692828e+00, -2.521521e-01
8.324402e-01, 1.675774e+00, -2.118066e-01
1.106767e+00, 1.665338e+00, -1.829978e-01
1.465296e+00, 1.647630e+00, -1.643247e-01
1.947914e+00, 1.630847e+00, -1.488663e-01
2.563042e+00, 1.615632e+00, -1.423874e-01
3.424066e+00, 1.598490e+00, -1.393746e-01
4.530037e+00, 1.582223e+00, -1.422304e-01
5.992113e+00, 1.562633e+00, -1.493407e-01
7.927565e+00, 1.541621e+00, -1.611012e-01
1.057009e+01, 1.513282e+00, -1.769035e-01
1.391364e+01, 1.481568e+00, -1.945347e-01
1.845393e+01, 1.439499e+00, -2.100962e-01
2.454369e+01, 1.391733e+00, -2.209193e-01
3.255131e+01, 1.335861e+00, -2.230596e-01
4.321071e+01, 1.284142e+00, -2.159357e-01
5.721156e+01, 1.242448e+00, -2.011557e-01
7.575201e+01, 1.203671e+00, -1.825972e-01
1.005888e+02, 1.172334e+00, -1.649623e-01
1.333896e+02, 1.148597e+00, -1.502573e-01
1.765735e+02, 1.125903e+00, -1.384319e-01
2.340678e+02, 1.105888e+00, -1.305290e-01
3.106798e+02, 1.087961e+00, -1.254684e-01
4.111698e+02, 1.064093e+00, -1.206567e-01
5.461295e+02, 1.046403e+00, -1.159942e-01
7.237254e+02, 1.025937e+00, -1.135136e-01
9.582557e+02, 1.004027e+00, -1.107565e-01
1.271695e+03, 9.858562e-01, -1.047509e-01
1.686208e+03, 9.655226e-01, -1.024335e-01
2.234103e+03, 9.503106e-01, -9.699555e-02
2.965431e+03, 9.320741e-01, -9.047414e-02
3.923223e+03, 9.167861e-01, -8.511031e-02
5.210048e+03, 8.996447e-01, -8.368231e-02
6.904879e+03, 8.888077e-01, -7.668336e-02
9.156696e+03, 8.739106e-01, -7.298233e-02
1.214596e+04, 8.612977e-01, -6.819656e-02
1.613231e+04, 8.490794e-01, -6.355146e-02
2.131095e+04, 8.368272e-01, -6.041110e-02
2.827860e+04, 8.271775e-01, -5.481866e-02
3.747491e+04, 8.177937e-01, -5.115038e-02
4.976918e+04, 8.095244e-01, -4.859461e-02
6.585677e+04, 8.010105e-01, -4.493955e-02
8.743691e+04, 7.932712e-01, -4.097066e-02
1.157480e+05, 7.871071e-01, -3.878140e-02
1.534472e+05, 7.819402e-01, -3.464761e-02
2.034181e+05, 7.742387e-01, -3.142450e-02
2.696861e+05, 7.711980e-01, -2.721225e-02
3.575525e+05, 7.638299e-01, -2.474555e-02
4.739878e+05, 7.584626e-01, -1.964531e-02
6.285148e+05, 7.529780e-01, -1.662590e-02
