EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0399744
omega, real, im
6.293263e-01, 1.248517e+00, -1.888368e-01
8.324402e-01, 1.231701e+00, -1.610462e-01
1.106767e+00, 1.217505e+00, -1.452179e-01
1.465296e+00, 1.202883e+00, -1.328745e-01
1.947914e+00, 1.190650e+00, -1.254615e-01
2.563042e+00, 1.176479e+00, -1.227244e-01
3.424066e+00, 1.162443e+00, -1.230409e-01
4.530037e+00, 1.147073e+00, -1.295944e-01
5.992113e+00, 1.130368e+00, -1.383941e-01
7.927565e+00, 1.109294e+00, -1.526867e-01
1.057009e+01, 1.083009e+00, -1.698236e-01
1.391364e+01, 1.050765e+00, -1.894651e-01
1.845393e+01, 1.009324e+00, -2.069239e-01
2.454369e+01, 9.565889e-01, -2.219360e-01
3.255131e+01, 9.054667e-01, -2.209774e-01
4.321071e+01, 8.518766e-01, -2.152853e-01
5.721156e+01, 8.078474e-01, -1.945073e-01
7.575201e+01, 7.692342e-01, -1.792947e-01
1.005888e+02, 7.404587e-01, -1.592349e-01
1.333896e+02, 7.173398e-01, -1.420235e-01
1.765735e+02, 6.964994e-01, -1.318352e-01
2.340678e+02, 6.780568e-01, -1.209716e-01
3.106798e+02, 6.583512e-01, -1.152833e-01
4.111698e+02, 6.417214e-01, -1.101199e-01
5.461295e+02, 6.230268e-01, -1.035157e-01
7.237254e+02, 6.060175e-01, -9.924140e-02
9.582557e+02, 5.906841e-01, -9.556638e-02
1.271695e+03, 5.729577e-01, -9.134690e-02
1.686208e+03, 5.577200e-01, -8.862521e-02
2.234103e+03, 5.430573e-01, -8.402689e-02
2.965431e+03, 5.271207e-01, -8.063950e-02
3.923223e+03, 5.140428e-01, -7.676008e-02
5.210048e+03, 4.993649e-01, -7.478036e-02
6.904879e+03, 4.872560e-01, -6.981345e-02
9.156696e+03, 4.736043e-01, -6.582936e-02
1.214596e+04, 4.645954e-01, -6.193079e-02
1.613231e+04, 4.521591e-01, -5.863969e-02
2.131095e+04, 4.427046e-01, -5.502477e-02
2.827860e+04, 4.331407e-01, -5.323977e-02
3.747491e+04, 4.234728e-01, -4.897482e-02
4.976918e+04, 4.146376e-01, -4.776548e-02
6.585677e+04, 4.067249e-01, -4.322196e-02
8.743691e+04, 3.998326e-01, -4.124638e-02
1.157480e+05, 3.927829e-01, -3.808670e-02
1.534472e+05, 3.869901e-01, -3.599756e-02
2.034181e+05, 3.803990e-01, -3.383183e-02
2.696861e+05, 3.729185e-01, -3.122329e-02
3.575525e+05, 3.677545e-01, -2.627712e-02
4.739878e+05, 3.623026e-01, -2.510607e-02
6.285148e+05, 3.561020e-01, -2.095678e-02
