EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.041948
omega, real, im
6.293263e-01, 1.178756e+00, -1.330857e-01
8.324402e-01, 1.163218e+00, -1.132922e-01
1.106767e+00, 1.150405e+00, -1.002369e-01
1.465296e+00, 1.139427e+00, -8.743682e-02
1.947914e+00, 1.130937e+00, -7.931798e-02
2.563042e+00, 1.121846e+00, -7.243376e-02
3.424066e+00, 1.113819e+00, -6.739490e-02
4.530037e+00, 1.104943e+00, -6.494539e-02
5.992113e+00, 1.097736e+00, -6.414480e-02
7.927565e+00, 1.088704e+00, -6.562602e-02
1.057009e+01, 1.081112e+00, -6.816781e-02
1.391364e+01, 1.072513e+00, -7.382105e-02
1.845393e+01, 1.061696e+00, -8.123398e-02
2.454369e+01, 1.048266e+00, -9.335664e-02
3.255131e+01, 1.034298e+00, -1.034284e-01
4.321071e+01, 1.012962e+00, -1.172037e-01
5.721156e+01, 9.803727e-01, -1.018263e-01
7.575201e+01, 9.591920e-01, -1.361395e-01
1.005888e+02, 9.256883e-01, -1.427593e-01
1.333896e+02, 8.980150e-01, -1.418833e-01
1.765735e+02, 8.685893e-01, -1.367779e-01
2.340678e+02, 8.415850e-01, -1.330517e-01
3.106798e+02, 8.169555e-01, -1.266131e-01
4.111698e+02, 7.962158e-01, -1.209456e-01
5.461295e+02, 7.712070e-01, -1.186413e-01
7.237254e+02, 7.520860e-01, -1.138988e-01
9.582557e+02, 7.332608e-01, -1.103949e-01
1.271695e+03, 7.145956e-01, -1.049470e-01
1.686208e+03, 6.954789e-01, -1.021549e-01
2.234103e+03, 6.802585e-01, -9.856274e-02
2.965431e+03, 6.599131e-01, -9.417744e-02
3.923223e+03, 6.427377e-01, -9.107269e-02
5.210048e+03, 6.269955e-01, -8.711600e-02
6.904879e+03, 6.112323e-01, -8.227288e-02
9.156696e+03, 5.991830e-01, -7.849824e-02
1.214596e+04, 5.866485e-01, -7.277965e-02
1.613231e+04, 5.714420e-01, -7.078728e-02
2.131095e+04, 5.604714e-01, -6.291632e-02
2.827860e+04, 5.496277e-01, -6.124699e-02
3.747491e+04, 5.376633e-01, -5.499386e-02
4.976918e+04, 5.269977e-01, -5.370942e-02
6.585677e+04, 5.218055e-01, -4.882469e-02
8.743691e+04, 5.112566e-01, -4.434892e-02
1.157480e+05, 5.049536e-01, -4.153807e-02
1.534472e+05, 4.981252e-01, -3.742387e-02
2.034181e+05, 4.882325e-01, -3.423561e-02
2.696861e+05, 4.857985e-01, -3.034048e-02
3.575525e+05, 4.784815e-01, -2.774690e-02
4.739878e+05, 4.726503e-01, -2.297083e-02
6.285148e+05, 4.699223e-01, -1.905970e-02
