EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0445973
omega, real, im
6.293263e-01, 7.808257e-01, -1.049312e-01
8.324402e-01, 7.695553e-01, -8.703345e-02
1.106767e+00, 7.656177e-01, -7.560880e-02
1.465296e+00, 7.589121e-01, -6.490593e-02
1.947914e+00, 7.527313e-01, -5.588177e-02
2.563042e+00, 7.443725e-01, -4.917699e-02
3.424066e+00, 7.377586e-01, -4.314873e-02
4.530037e+00, 7.318856e-01, -3.926603e-02
5.992113e+00, 7.267262e-01, -3.627031e-02
7.927565e+00, 7.227502e-01, -3.506237e-02
1.057009e+01, 7.183024e-01, -3.435687e-02
1.391364e+01, 7.144386e-01, -3.470128e-02
1.845393e+01, 7.112435e-01, -3.755462e-02
2.454369e+01, 7.063030e-01, -3.971430e-02
3.255131e+01, 7.013158e-01, -4.661414e-02
4.321071e+01, 6.941745e-01, -5.411025e-02
5.721156e+01, 6.884619e-01, -6.041239e-02
7.575201e+01, 6.750498e-01, -7.530530e-02
1.005888e+02, 6.635994e-01, -8.780766e-02
1.333896e+02, 6.427723e-01, -1.015134e-01
1.765735e+02, 6.195726e-01, -1.099317e-01
2.340678e+02, 5.968884e-01, -1.170404e-01
3.106798e+02, 5.685318e-01, -1.214198e-01
4.111698e+02, 5.439257e-01, -1.265966e-01
5.461295e+02, 5.183188e-01, -1.259529e-01
7.237254e+02, 4.944780e-01, -1.236177e-01
9.582557e+02, 4.702529e-01, -1.232371e-01
1.271695e+03, 4.469421e-01, -1.226767e-01
1.686208e+03, 4.245813e-01, -1.178629e-01
2.234103e+03, 4.025716e-01, -1.160395e-01
2.965431e+03, 3.812380e-01, -1.123640e-01
3.923223e+03, 3.596829e-01, -1.073790e-01
5.210048e+03, 3.422026e-01, -1.022265e-01
6.904879e+03, 3.228329e-01, -9.554747e-02
9.156696e+03, 3.052978e-01, -8.930840e-02
1.214596e+04, 2.893395e-01, -8.534250e-02
1.613231e+04, 2.754062e-01, -7.778221e-02
2.131095e+04, 2.618897e-01, -7.369308e-02
2.827860e+04, 2.484645e-01, -6.773607e-02
3.747491e+04, 2.375249e-01, -6.158682e-02
4.976918e+04, 2.289597e-01, -5.841025e-02
6.585677e+04, 2.176556e-01, -5.179800e-02
8.743691e+04, 2.099489e-01, -4.637682e-02
1.157480e+05, 2.011959e-01, -3.986952e-02
1.534472e+05, 1.961021e-01, -3.576597e-02
2.034181e+05, 1.881901e-01, -3.081667e-02
2.696861e+05, 1.838749e-01, -2.700540e-02
3.575525e+05, 1.789468e-01, -2.313429e-02
4.739878e+05, 1.732063e-01, -1.984531e-02
6.285148e+05, 1.686580e-01, -1.449100e-02
