EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0430276
omega, real, im
6.293263e-01, 1.419242e+00, -2.707489e-01
8.324402e-01, 1.395198e+00, -2.300236e-01
1.106767e+00, 1.376413e+00, -2.017639e-01
1.465296e+00, 1.359420e+00, -1.791131e-01
1.947914e+00, 1.345469e+00, -1.666070e-01
2.563042e+00, 1.329647e+00, -1.600613e-01
3.424066e+00, 1.314574e+00, -1.591076e-01
4.530037e+00, 1.295272e+00, -1.653347e-01
5.992113e+00, 1.274940e+00, -1.759802e-01
7.927565e+00, 1.247841e+00, -1.932177e-01
1.057009e+01, 1.213859e+00, -2.135223e-01
1.391364e+01, 1.170799e+00, -2.354958e-01
1.845393e+01, 1.118620e+00, -2.530765e-01
2.454369e+01, 1.055961e+00, -2.661552e-01
3.255131e+01, 9.944529e-01, -2.611117e-01
4.321071e+01, 9.320495e-01, -2.471749e-01
5.721156e+01, 8.777046e-01, -2.259651e-01
7.575201e+01, 8.452813e-01, -2.050660e-01
1.005888e+02, 8.138915e-01, -1.819255e-01
1.333896e+02, 7.863781e-01, -1.683306e-01
1.765735e+02, 7.643034e-01, -1.562971e-01
2.340678e+02, 7.407277e-01, -1.478437e-01
3.106798e+02, 7.167119e-01, -1.431109e-01
4.111698e+02, 6.938631e-01, -1.383643e-01
5.461295e+02, 6.676100e-01, -1.337826e-01
7.237254e+02, 6.457357e-01, -1.280852e-01
9.582557e+02, 6.237006e-01, -1.232354e-01
1.271695e+03, 6.010348e-01, -1.178136e-01
1.686208e+03, 5.797036e-01, -1.113862e-01
2.234103e+03, 5.606609e-01, -1.061724e-01
2.965431e+03, 5.425394e-01, -1.000989e-01
3.923223e+03, 5.250995e-01, -9.374681e-02
5.210048e+03, 5.094321e-01, -8.763789e-02
6.904879e+03, 4.943726e-01, -8.104531e-02
9.156696e+03, 4.790736e-01, -7.518432e-02
1.214596e+04, 4.674236e-01, -7.188409e-02
1.613231e+04, 4.562653e-01, -6.704329e-02
2.131095e+04, 4.456003e-01, -6.150696e-02
2.827860e+04, 4.343718e-01, -5.793265e-02
3.747491e+04, 4.252370e-01, -5.377506e-02
4.976918e+04, 4.154733e-01, -4.926418e-02
6.585677e+04, 4.069486e-01, -4.448282e-02
8.743691e+04, 4.010347e-01, -4.181299e-02
1.157480e+05, 3.937140e-01, -3.860964e-02
1.534472e+05, 3.862723e-01, -3.484787e-02
2.034181e+05, 3.803337e-01, -3.414938e-02
2.696861e+05, 3.751335e-01, -2.779299e-02
3.575525e+05, 3.703705e-01, -2.533321e-02
4.739878e+05, 3.662649e-01, -2.427091e-02
6.285148e+05, 3.607954e-01, -2.086904e-02
