EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0396618
omega, real, im
6.293263e-01, 1.016533e+00, -2.290309e-01
8.324402e-01, 9.965326e-01, -1.893781e-01
1.106767e+00, 9.830795e-01, -1.605380e-01
1.465296e+00, 9.699807e-01, -1.386695e-01
1.947914e+00, 9.589319e-01, -1.202173e-01
2.563042e+00, 9.474588e-01, -1.090851e-01
3.424066e+00, 9.350498e-01, -9.963343e-02
4.530037e+00, 9.246956e-01, -9.502821e-02
5.992113e+00, 9.131678e-01, -9.342656e-02
7.927565e+00, 9.020087e-01, -9.525406e-02
1.057009e+01, 8.885518e-01, -1.004465e-01
1.391364e+01, 8.747941e-01, -1.082418e-01
1.845393e+01, 8.558562e-01, -1.184474e-01
2.454369e+01, 8.357112e-01, -1.302947e-01
3.255131e+01, 8.054122e-01, -1.410592e-01
4.321071e+01, 7.722754e-01, -1.466736e-01
5.721156e+01, 7.304525e-01, -1.469266e-01
7.575201e+01, 7.043304e-01, -1.437575e-01
1.005888e+02, 6.743947e-01, -1.342129e-01
1.333896e+02, 6.495343e-01, -1.236132e-01
1.765735e+02, 6.295003e-01, -1.152807e-01
2.340678e+02, 6.099231e-01, -1.062573e-01
3.106798e+02, 5.926653e-01, -9.797064e-02
4.111698e+02, 5.769786e-01, -9.205735e-02
5.461295e+02, 5.642613e-01, -8.599404e-02
7.237254e+02, 5.501212e-01, -8.143137e-02
9.582557e+02, 5.371401e-01, -7.643278e-02
1.271695e+03, 5.233898e-01, -7.279330e-02
1.686208e+03, 5.121473e-01, -6.992910e-02
2.234103e+03, 4.995739e-01, -6.746622e-02
2.965431e+03, 4.869228e-01, -6.465112e-02
3.923223e+03, 4.762627e-01, -6.140987e-02
5.210048e+03, 4.660853e-01, -5.780510e-02
6.904879e+03, 4.569157e-01, -5.453311e-02
9.156696e+03, 4.472821e-01, -5.232524e-02
1.214596e+04, 4.360242e-01, -5.042312e-02
1.613231e+04, 4.290297e-01, -4.631289e-02
2.131095e+04, 4.215527e-01, -4.441160e-02
2.827860e+04, 4.134443e-01, -4.182090e-02
3.747491e+04, 4.059561e-01, -4.021509e-02
4.976918e+04, 3.993813e-01, -3.708070e-02
6.585677e+04, 3.927087e-01, -3.565979e-02
8.743691e+04, 3.870988e-01, -3.308538e-02
1.157480e+05, 3.821866e-01, -3.141749e-02
1.534472e+05, 3.752721e-01, -2.923747e-02
2.034181e+05, 3.688581e-01, -2.747918e-02
2.696861e+05, 3.655978e-01, -2.529325e-02
3.575525e+05, 3.591031e-01, -2.344828e-02
4.739878e+05, 3.558801e-01, -2.046104e-02
6.285148e+05, 3.494580e-01, -1.669195e-02
