EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0388386
omega, real, im
6.293263e-01, 2.030735e+00, -3.382776e-01
8.324402e-01, 1.973933e+00, -3.281389e-01
1.106767e+00, 1.920270e+00, -3.262359e-01
1.465296e+00, 1.870397e+00, -3.355094e-01
1.947914e+00, 1.817323e+00, -3.481671e-01
2.563042e+00, 1.766881e+00, -3.693749e-01
3.424066e+00, 1.700725e+00, -3.972267e-01
4.530037e+00, 1.630096e+00, -4.262646e-01
5.992113e+00, 1.540722e+00, -4.580152e-01
7.927565e+00, 1.442466e+00, -4.816830e-01
1.057009e+01, 1.323426e+00, -4.936920e-01
1.391364e+01, 1.210712e+00, -4.789509e-01
1.845393e+01, 1.097870e+00, -4.496365e-01
2.454369e+01, 1.005363e+00, -3.930330e-01
3.255131e+01, 9.338976e-01, -3.428696e-01
4.321071e+01, 8.849761e-01, -2.859704e-01
5.721156e+01, 8.450614e-01, -2.412432e-01
7.575201e+01, 8.171248e-01, -2.057286e-01
1.005888e+02, 7.979580e-01, -1.805207e-01
1.333896e+02, 7.778328e-01, -1.637403e-01
1.765735e+02, 7.595970e-01, -1.525939e-01
2.340678e+02, 7.377888e-01, -1.456059e-01
3.106798e+02, 7.163299e-01, -1.384084e-01
4.111698e+02, 6.937376e-01, -1.346884e-01
5.461295e+02, 6.705952e-01, -1.304740e-01
7.237254e+02, 6.503630e-01, -1.255298e-01
9.582557e+02, 6.288944e-01, -1.221330e-01
1.271695e+03, 6.056150e-01, -1.184794e-01
1.686208e+03, 5.847284e-01, -1.136387e-01
2.234103e+03, 5.642787e-01, -1.084588e-01
2.965431e+03, 5.457062e-01, -1.021256e-01
3.923223e+03, 5.273751e-01, -9.651423e-02
5.210048e+03, 5.098641e-01, -9.208232e-02
6.904879e+03, 4.947063e-01, -8.661129e-02
9.156696e+03, 4.800202e-01, -8.250299e-02
1.214596e+04, 4.652776e-01, -7.725171e-02
1.613231e+04, 4.510762e-01, -7.305077e-02
2.131095e+04, 4.394832e-01, -6.857617e-02
2.827860e+04, 4.283400e-01, -6.543451e-02
3.747491e+04, 4.172158e-01, -6.118339e-02
4.976918e+04, 4.069548e-01, -5.696688e-02
6.585677e+04, 3.974696e-01, -5.530598e-02
8.743691e+04, 3.871341e-01, -5.043381e-02
1.157480e+05, 3.774781e-01, -4.659273e-02
1.534472e+05, 3.703397e-01, -4.422995e-02
2.034181e+05, 3.630255e-01, -4.048004e-02
2.696861e+05, 3.546430e-01, -3.817941e-02
3.575525e+05, 3.479700e-01, -3.512992e-02
4.739878e+05, 3.403570e-01, -3.130291e-02
6.285148e+05, 3.335637e-01, -2.672477e-02
