EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0428402
omega, real, im
6.293263e-01, 6.998067e-01, -2.222018e-01
8.324402e-01, 6.932271e-01, -1.845444e-01
1.106767e+00, 6.764306e-01, -1.569483e-01
1.465296e+00, 6.620526e-01, -1.333915e-01
1.947914e+00, 6.493979e-01, -1.138839e-01
2.563042e+00, 6.403800e-01, -9.647051e-02
3.424066e+00, 6.331435e-01, -8.547132e-02
4.530037e+00, 6.234590e-01, -7.746470e-02
5.992113e+00, 6.155577e-01, -7.145133e-02
7.927565e+00, 6.070151e-01, -6.763154e-02
1.057009e+01, 5.997505e-01, -6.561875e-02
1.391364e+01, 5.906932e-01, -6.738088e-02
1.845393e+01, 5.813476e-01, -6.944219e-02
2.454369e+01, 5.705835e-01, -7.367364e-02
3.255131e+01, 5.585789e-01, -7.763381e-02
4.321071e+01, 5.423360e-01, -8.527105e-02
5.721156e+01, 5.240357e-01, -9.310070e-02
7.575201e+01, 5.052009e-01, -9.245379e-02
1.005888e+02, 4.840422e-01, -9.623421e-02
1.333896e+02, 4.629018e-01, -9.343090e-02
1.765735e+02, 4.455010e-01, -8.754455e-02
2.340678e+02, 4.265400e-01, -8.185027e-02
3.106798e+02, 4.135194e-01, -7.819795e-02
4.111698e+02, 3.992436e-01, -7.255927e-02
5.461295e+02, 3.869190e-01, -6.707224e-02
7.237254e+02, 3.753084e-01, -6.139282e-02
9.582557e+02, 3.669934e-01, -5.562070e-02
1.271695e+03, 3.584520e-01, -5.342299e-02
1.686208e+03, 3.490019e-01, -4.905485e-02
2.234103e+03, 3.419243e-01, -4.612496e-02
2.965431e+03, 3.348941e-01, -4.570368e-02
3.923223e+03, 3.273878e-01, -4.224949e-02
5.210048e+03, 3.187098e-01, -4.217737e-02
6.904879e+03, 3.126749e-01, -3.846134e-02
9.156696e+03, 3.044958e-01, -3.663871e-02
1.214596e+04, 2.980953e-01, -3.585737e-02
1.613231e+04, 2.939199e-01, -3.490385e-02
2.131095e+04, 2.843947e-01, -3.453855e-02
2.827860e+04, 2.785683e-01, -3.258644e-02
3.747491e+04, 2.726940e-01, -3.289086e-02
4.976918e+04, 2.692305e-01, -2.906288e-02
6.585677e+04, 2.615892e-01, -2.618141e-02
8.743691e+04, 2.589992e-01, -2.322894e-02
1.157480e+05, 2.542028e-01, -2.125348e-02
1.534472e+05, 2.502614e-01, -2.026795e-02
2.034181e+05, 2.446859e-01, -1.826145e-02
2.696861e+05, 2.421274e-01, -1.663999e-02
3.575525e+05, 2.399314e-01, -1.469573e-02
4.739878e+05, 2.340983e-01, -1.239418e-02
6.285148e+05, 2.294383e-01, -9.261716e-03
