EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0416378
omega, real, im
6.293263e-01, 8.418663e-01, -2.687129e-01
8.324402e-01, 8.201714e-01, -2.143005e-01
1.106767e+00, 8.092800e-01, -1.790020e-01
1.465296e+00, 7.974116e-01, -1.529026e-01
1.947914e+00, 7.856557e-01, -1.311096e-01
2.563042e+00, 7.738315e-01, -1.162605e-01
3.424066e+00, 7.610063e-01, -1.033742e-01
4.530037e+00, 7.510851e-01, -9.659543e-02
5.992113e+00, 7.388652e-01, -9.163579e-02
7.927565e+00, 7.277624e-01, -9.069529e-02
1.057009e+01, 7.145929e-01, -9.199889e-02
1.391364e+01, 7.029275e-01, -9.541833e-02
1.845393e+01, 6.870297e-01, -1.024383e-01
2.454369e+01, 6.670832e-01, -1.086042e-01
3.255131e+01, 6.485808e-01, -1.163963e-01
4.321071e+01, 6.211993e-01, -1.219134e-01
5.721156e+01, 5.938303e-01, -1.250323e-01
7.575201e+01, 5.658453e-01, -1.236808e-01
1.005888e+02, 5.416728e-01, -1.160195e-01
1.333896e+02, 5.177605e-01, -1.075156e-01
1.765735e+02, 4.991443e-01, -9.776945e-02
2.340678e+02, 4.809202e-01, -9.292875e-02
3.106798e+02, 4.684443e-01, -8.380691e-02
4.111698e+02, 4.529268e-01, -7.984285e-02
5.461295e+02, 4.409257e-01, -7.464112e-02
7.237254e+02, 4.302005e-01, -6.991822e-02
9.582557e+02, 4.203523e-01, -6.374191e-02
1.271695e+03, 4.097115e-01, -6.110205e-02
1.686208e+03, 3.997758e-01, -5.804951e-02
2.234103e+03, 3.901944e-01, -5.463917e-02
2.965431e+03, 3.798139e-01, -5.374970e-02
3.923223e+03, 3.697710e-01, -5.280195e-02
5.210048e+03, 3.597263e-01, -4.882535e-02
6.904879e+03, 3.513767e-01, -4.655054e-02
9.156696e+03, 3.445160e-01, -4.845950e-02
1.214596e+04, 3.353772e-01, -4.388183e-02
1.613231e+04, 3.303838e-01, -4.128115e-02
2.131095e+04, 3.208224e-01, -3.778356e-02
2.827860e+04, 3.128208e-01, -3.896710e-02
3.747491e+04, 3.057362e-01, -3.498563e-02
4.976918e+04, 3.008674e-01, -3.183930e-02
6.585677e+04, 2.959757e-01, -3.069531e-02
8.743691e+04, 2.907931e-01, -2.793936e-02
1.157480e+05, 2.854822e-01, -2.567363e-02
1.534472e+05, 2.798962e-01, -2.450390e-02
2.034181e+05, 2.773135e-01, -2.098572e-02
2.696861e+05, 2.719842e-01, -1.849084e-02
3.575525e+05, 2.677140e-01, -1.777774e-02
4.739878e+05, 2.638424e-01, -1.467488e-02
6.285148e+05, 2.577505e-01, -1.002974e-02
