EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0418255
omega, real, im
6.293263e-01, 1.659901e+00, -2.235822e-01
8.324402e-01, 1.655612e+00, -2.166745e-01
1.106767e+00, 1.640872e+00, -2.192492e-01
1.465296e+00, 1.613854e+00, -2.234908e-01
1.947914e+00, 1.583289e+00, -2.325121e-01
2.563042e+00, 1.546908e+00, -2.462309e-01
3.424066e+00, 1.507738e+00, -2.647263e-01
4.530037e+00, 1.463007e+00, -2.908181e-01
5.992113e+00, 1.408928e+00, -3.185489e-01
7.927565e+00, 1.342313e+00, -3.488801e-01
1.057009e+01, 1.261639e+00, -3.712533e-01
1.391364e+01, 1.174120e+00, -3.849596e-01
1.845393e+01, 1.079685e+00, -3.756364e-01
2.454369e+01, 9.907151e-01, -3.545897e-01
3.255131e+01, 9.194856e-01, -3.111985e-01
4.321071e+01, 8.615936e-01, -2.733936e-01
5.721156e+01, 8.220289e-01, -2.362004e-01
7.575201e+01, 7.918553e-01, -2.031453e-01
1.005888e+02, 7.666680e-01, -1.786332e-01
1.333896e+02, 7.467949e-01, -1.634104e-01
1.765735e+02, 7.252225e-01, -1.533615e-01
2.340678e+02, 7.053528e-01, -1.466131e-01
3.106798e+02, 6.844792e-01, -1.409656e-01
4.111698e+02, 6.597571e-01, -1.392942e-01
5.461295e+02, 6.351430e-01, -1.360776e-01
7.237254e+02, 6.117312e-01, -1.303781e-01
9.582557e+02, 5.876876e-01, -1.289278e-01
1.271695e+03, 5.638052e-01, -1.255400e-01
1.686208e+03, 5.411185e-01, -1.217802e-01
2.234103e+03, 5.200223e-01, -1.152368e-01
2.965431e+03, 4.973792e-01, -1.119074e-01
3.923223e+03, 4.796210e-01, -1.049845e-01
5.210048e+03, 4.599321e-01, -9.972209e-02
6.904879e+03, 4.418177e-01, -9.351654e-02
9.156696e+03, 4.259576e-01, -8.913922e-02
1.214596e+04, 4.113609e-01, -8.309871e-02
1.613231e+04, 3.964901e-01, -7.704041e-02
2.131095e+04, 3.826616e-01, -7.234722e-02
2.827860e+04, 3.728193e-01, -6.790551e-02
3.747491e+04, 3.600043e-01, -6.199222e-02
4.976918e+04, 3.488041e-01, -5.673353e-02
6.585677e+04, 3.409839e-01, -5.138059e-02
8.743691e+04, 3.317548e-01, -5.070610e-02
1.157480e+05, 3.220606e-01, -4.643011e-02
1.534472e+05, 3.146697e-01, -4.134431e-02
2.034181e+05, 3.109889e-01, -3.652336e-02
2.696861e+05, 2.999080e-01, -3.222577e-02
3.575525e+05, 2.963131e-01, -2.989382e-02
4.739878e+05, 2.908844e-01, -2.572453e-02
6.285148e+05, 2.836285e-01, -2.310875e-02
