EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0365551
omega, real, im
6.293263e-01, 6.715780e-01, -9.207665e-02
8.324402e-01, 6.629131e-01, -7.702076e-02
1.106767e+00, 6.555847e-01, -6.646634e-02
1.465296e+00, 6.488535e-01, -5.630281e-02
1.947914e+00, 6.445163e-01, -4.921299e-02
2.563042e+00, 6.396885e-01, -4.350241e-02
3.424066e+00, 6.357578e-01, -3.800407e-02
4.530037e+00, 6.317195e-01, -3.495279e-02
5.992113e+00, 6.280643e-01, -3.277352e-02
7.927565e+00, 6.241218e-01, -3.140547e-02
1.057009e+01, 6.205472e-01, -2.980731e-02
1.391364e+01, 6.172287e-01, -3.081638e-02
1.845393e+01, 6.124068e-01, -3.169860e-02
2.454369e+01, 6.100391e-01, -3.495957e-02
3.255131e+01, 6.043974e-01, -3.755826e-02
4.321071e+01, 5.982043e-01, -4.063358e-02
5.721156e+01, 5.908331e-01, -4.405018e-02
7.575201e+01, 5.838701e-01, -4.897831e-02
1.005888e+02, 5.745698e-01, -5.566723e-02
1.333896e+02, 5.620818e-01, -5.921990e-02
1.765735e+02, 5.480632e-01, -6.520117e-02
2.340678e+02, 5.338844e-01, -6.610443e-02
3.106798e+02, 5.203112e-01, -6.553120e-02
4.111698e+02, 5.052674e-01, -6.215870e-02
5.461295e+02, 4.930335e-01, -5.857477e-02
7.237254e+02, 4.809832e-01, -5.657824e-02
9.582557e+02, 4.720709e-01, -5.047151e-02
1.271695e+03, 4.623994e-01, -4.736519e-02
1.686208e+03, 4.548607e-01, -4.329212e-02
2.234103e+03, 4.491572e-01, -3.995850e-02
2.965431e+03, 4.417012e-01, -3.749897e-02
3.923223e+03, 4.366431e-01, -3.333785e-02
5.210048e+03, 4.305431e-01, -3.316347e-02
6.904879e+03, 4.272237e-01, -3.014076e-02
9.156696e+03, 4.214568e-01, -2.964798e-02
1.214596e+04, 4.171629e-01, -2.776976e-02
1.613231e+04, 4.114463e-01, -2.705733e-02
2.131095e+04, 4.074818e-01, -2.791143e-02
2.827860e+04, 4.031599e-01, -2.539187e-02
3.747491e+04, 3.980827e-01, -2.541058e-02
4.976918e+04, 3.934913e-01, -2.513923e-02
6.585677e+04, 3.900959e-01, -2.341148e-02
8.743691e+04, 3.849956e-01, -2.233896e-02
1.157480e+05, 3.812940e-01, -2.345171e-02
1.534472e+05, 3.766345e-01, -2.300100e-02
2.034181e+05, 3.749592e-01, -2.174191e-02
2.696861e+05, 3.678200e-01, -2.089683e-02
3.575525e+05, 3.636565e-01, -1.865257e-02
4.739878e+05, 3.583761e-01, -1.731583e-02
6.285148e+05, 3.542617e-01, -1.554187e-02
