EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0407389
omega, real, im
6.293263e-01, 1.236922e+00, -1.580341e-01
8.324402e-01, 1.222129e+00, -1.356537e-01
1.106767e+00, 1.206305e+00, -1.204927e-01
1.465296e+00, 1.193071e+00, -1.063285e-01
1.947914e+00, 1.181875e+00, -9.780310e-02
2.563042e+00, 1.170386e+00, -9.080862e-02
3.424066e+00, 1.160254e+00, -8.734291e-02
4.530037e+00, 1.149467e+00, -8.626516e-02
5.992113e+00, 1.139923e+00, -8.836033e-02
7.927565e+00, 1.128631e+00, -9.302124e-02
1.057009e+01, 1.116913e+00, -1.008465e-01
1.391364e+01, 1.101910e+00, -1.116811e-01
1.845393e+01, 1.084153e+00, -1.256888e-01
2.454369e+01, 1.060496e+00, -1.446088e-01
3.255131e+01, 1.030751e+00, -1.575411e-01
4.321071e+01, 9.930323e-01, -1.694027e-01
5.721156e+01, 9.437081e-01, -1.744076e-01
7.575201e+01, 9.146903e-01, -1.758761e-01
1.005888e+02, 8.777887e-01, -1.704319e-01
1.333896e+02, 8.444709e-01, -1.611686e-01
1.765735e+02, 8.159507e-01, -1.524989e-01
2.340678e+02, 7.893638e-01, -1.455979e-01
3.106798e+02, 7.652713e-01, -1.365321e-01
4.111698e+02, 7.413878e-01, -1.318662e-01
5.461295e+02, 7.188093e-01, -1.250674e-01
7.237254e+02, 6.983609e-01, -1.218985e-01
9.582557e+02, 6.763570e-01, -1.152038e-01
1.271695e+03, 6.560106e-01, -1.108763e-01
1.686208e+03, 6.377105e-01, -1.069528e-01
2.234103e+03, 6.169657e-01, -1.025228e-01
2.965431e+03, 6.001742e-01, -9.752621e-02
3.923223e+03, 5.830465e-01, -9.300562e-02
5.210048e+03, 5.663292e-01, -9.059855e-02
6.904879e+03, 5.513056e-01, -8.396425e-02
9.156696e+03, 5.372047e-01, -8.179134e-02
1.214596e+04, 5.209280e-01, -7.656054e-02
1.613231e+04, 5.074877e-01, -7.338157e-02
2.131095e+04, 4.958211e-01, -6.721775e-02
2.827860e+04, 4.853986e-01, -6.296331e-02
3.747491e+04, 4.738399e-01, -5.929567e-02
4.976918e+04, 4.647450e-01, -5.652043e-02
6.585677e+04, 4.562367e-01, -5.180725e-02
8.743691e+04, 4.456027e-01, -4.807835e-02
1.157480e+05, 4.388202e-01, -4.427962e-02
1.534472e+05, 4.289555e-01, -4.089015e-02
2.034181e+05, 4.233129e-01, -3.657444e-02
2.696861e+05, 4.157508e-01, -3.389956e-02
3.575525e+05, 4.113833e-01, -3.007136e-02
4.739878e+05, 4.055914e-01, -2.697619e-02
6.285148e+05, 3.987449e-01, -2.131636e-02
