EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.03708
omega, real, im
6.293263e-01, 1.467169e+00, -3.133000e-01
8.324402e-01, 1.433890e+00, -2.740489e-01
1.106767e+00, 1.404188e+00, -2.444363e-01
1.465296e+00, 1.378555e+00, -2.297107e-01
1.947914e+00, 1.350102e+00, -2.193236e-01
2.563042e+00, 1.324386e+00, -2.151605e-01
3.424066e+00, 1.292607e+00, -2.166380e-01
4.530037e+00, 1.261581e+00, -2.202768e-01
5.992113e+00, 1.225618e+00, -2.313756e-01
7.927565e+00, 1.187003e+00, -2.425118e-01
1.057009e+01, 1.138332e+00, -2.574178e-01
1.391364e+01, 1.086555e+00, -2.662894e-01
1.845393e+01, 1.025953e+00, -2.733317e-01
2.454369e+01, 9.637243e-01, -2.672840e-01
3.255131e+01, 9.024167e-01, -2.546223e-01
4.321071e+01, 8.521588e-01, -2.288149e-01
5.721156e+01, 8.119652e-01, -1.994962e-01
7.575201e+01, 7.759622e-01, -1.781928e-01
1.005888e+02, 7.516395e-01, -1.561254e-01
1.333896e+02, 7.320564e-01, -1.395931e-01
1.765735e+02, 7.141038e-01, -1.257394e-01
2.340678e+02, 6.969926e-01, -1.176949e-01
3.106798e+02, 6.806936e-01, -1.077530e-01
4.111698e+02, 6.639768e-01, -1.052808e-01
5.461295e+02, 6.469219e-01, -9.931011e-02
7.237254e+02, 6.297826e-01, -9.406984e-02
9.582557e+02, 6.138048e-01, -9.090672e-02
1.271695e+03, 5.994695e-01, -8.741038e-02
1.686208e+03, 5.828716e-01, -8.254484e-02
2.234103e+03, 5.688428e-01, -8.016009e-02
2.965431e+03, 5.564330e-01, -7.667483e-02
3.923223e+03, 5.421640e-01, -7.180304e-02
5.210048e+03, 5.290706e-01, -6.721067e-02
6.904879e+03, 5.182254e-01, -6.326644e-02
9.156696e+03, 5.069672e-01, -6.178449e-02
1.214596e+04, 4.955008e-01, -5.617275e-02
1.613231e+04, 4.882393e-01, -5.346885e-02
2.131095e+04, 4.773712e-01, -5.301972e-02
2.827860e+04, 4.704020e-01, -4.932484e-02
3.747491e+04, 4.609378e-01, -4.700975e-02
4.976918e+04, 4.527036e-01, -4.517709e-02
6.585677e+04, 4.436101e-01, -4.400371e-02
8.743691e+04, 4.383251e-01, -4.244005e-02
1.157480e+05, 4.306006e-01, -3.816197e-02
1.534472e+05, 4.235150e-01, -3.735273e-02
2.034181e+05, 4.159412e-01, -3.399142e-02
2.696861e+05, 4.095799e-01, -3.191050e-02
3.575525e+05, 4.018584e-01, -3.064011e-02
4.739878e+05, 3.961545e-01, -2.716223e-02
6.285148e+05, 3.902209e-01, -2.417407e-02
