EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0389385
omega, real, im
6.293263e-01, 1.065692e+00, -1.257348e-01
8.324402e-01, 1.053740e+00, -1.047697e-01
1.106767e+00, 1.043857e+00, -9.008830e-02
1.465296e+00, 1.034802e+00, -8.212485e-02
1.947914e+00, 1.026646e+00, -7.446491e-02
2.563042e+00, 1.019960e+00, -7.127582e-02
3.424066e+00, 1.012087e+00, -6.901022e-02
4.530037e+00, 1.004615e+00, -6.989101e-02
5.992113e+00, 9.958912e-01, -7.219115e-02
7.927565e+00, 9.868314e-01, -7.710350e-02
1.057009e+01, 9.754620e-01, -8.393435e-02
1.391364e+01, 9.642571e-01, -9.224177e-02
1.845393e+01, 9.487546e-01, -1.034952e-01
2.454369e+01, 9.306140e-01, -1.196347e-01
3.255131e+01, 9.066278e-01, -1.290438e-01
4.321071e+01, 8.780802e-01, -1.420730e-01
5.721156e+01, 8.393089e-01, -1.646436e-01
7.575201e+01, 8.108284e-01, -1.521931e-01
1.005888e+02, 7.773050e-01, -1.492423e-01
1.333896e+02, 7.466322e-01, -1.432554e-01
1.765735e+02, 7.186974e-01, -1.370585e-01
2.340678e+02, 6.961911e-01, -1.295622e-01
3.106798e+02, 6.725386e-01, -1.222084e-01
4.111698e+02, 6.522285e-01, -1.145649e-01
5.461295e+02, 6.322196e-01, -1.089076e-01
7.237254e+02, 6.150160e-01, -1.044216e-01
9.582557e+02, 5.975733e-01, -1.003538e-01
1.271695e+03, 5.803404e-01, -9.627053e-02
1.686208e+03, 5.645223e-01, -9.209417e-02
2.234103e+03, 5.477768e-01, -8.913868e-02
2.965431e+03, 5.320684e-01, -8.472914e-02
3.923223e+03, 5.169624e-01, -8.300840e-02
5.210048e+03, 5.021912e-01, -7.943365e-02
6.904879e+03, 4.887460e-01, -7.635662e-02
9.156696e+03, 4.752969e-01, -7.332768e-02
1.214596e+04, 4.612973e-01, -6.924675e-02
1.613231e+04, 4.490922e-01, -6.561693e-02
2.131095e+04, 4.391751e-01, -6.167286e-02
2.827860e+04, 4.273154e-01, -5.964382e-02
3.747491e+04, 4.182638e-01, -5.523936e-02
4.976918e+04, 4.072618e-01, -5.326934e-02
6.585677e+04, 3.979622e-01, -4.916095e-02
8.743691e+04, 3.896747e-01, -4.569431e-02
1.157480e+05, 3.815438e-01, -4.169007e-02
1.534472e+05, 3.738352e-01, -3.912782e-02
2.034181e+05, 3.661885e-01, -3.677053e-02
2.696861e+05, 3.615308e-01, -3.347375e-02
3.575525e+05, 3.540998e-01, -3.062081e-02
4.739878e+05, 3.495584e-01, -2.712507e-02
6.285148e+05, 3.432904e-01, -2.308195e-02
