EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0375427
omega, real, im
6.293263e-01, 8.549318e-01, -1.693976e-01
8.324402e-01, 8.433033e-01, -1.418025e-01
1.106767e+00, 8.299506e-01, -1.221175e-01
1.465296e+00, 8.174587e-01, -1.042866e-01
1.947914e+00, 8.077036e-01, -9.191448e-02
2.563042e+00, 7.979391e-01, -8.285114e-02
3.424066e+00, 7.896331e-01, -7.559865e-02
4.530037e+00, 7.810166e-01, -7.166762e-02
5.992113e+00, 7.727285e-01, -6.953525e-02
7.927565e+00, 7.639243e-01, -7.028938e-02
1.057009e+01, 7.547296e-01, -7.189061e-02
1.391364e+01, 7.447527e-01, -7.625014e-02
1.845393e+01, 7.322471e-01, -8.154397e-02
2.454369e+01, 7.193676e-01, -9.005806e-02
3.255131e+01, 7.020026e-01, -9.612046e-02
4.321071e+01, 6.798685e-01, -1.027016e-01
5.721156e+01, 6.581402e-01, -1.092356e-01
7.575201e+01, 6.324218e-01, -1.089293e-01
1.005888e+02, 6.076114e-01, -1.066485e-01
1.333896e+02, 5.856385e-01, -1.001174e-01
1.765735e+02, 5.679094e-01, -9.181893e-02
2.340678e+02, 5.514219e-01, -8.523410e-02
3.106798e+02, 5.370157e-01, -7.812507e-02
4.111698e+02, 5.247914e-01, -7.232303e-02
5.461295e+02, 5.126182e-01, -6.795771e-02
7.237254e+02, 5.014979e-01, -6.127899e-02
9.582557e+02, 4.918399e-01, -5.681764e-02
1.271695e+03, 4.824342e-01, -5.398159e-02
1.686208e+03, 4.742534e-01, -4.990857e-02
2.234103e+03, 4.668113e-01, -4.700791e-02
2.965431e+03, 4.598702e-01, -4.555672e-02
3.923223e+03, 4.513276e-01, -4.371344e-02
5.210048e+03, 4.441473e-01, -4.071996e-02
6.904879e+03, 4.388312e-01, -3.793766e-02
9.156696e+03, 4.319251e-01, -3.753721e-02
1.214596e+04, 4.251522e-01, -3.503929e-02
1.613231e+04, 4.178543e-01, -3.492100e-02
2.131095e+04, 4.121568e-01, -3.131180e-02
2.827860e+04, 4.067885e-01, -3.010831e-02
3.747491e+04, 4.029319e-01, -2.969788e-02
4.976918e+04, 3.971961e-01, -2.938218e-02
6.585677e+04, 3.935455e-01, -2.807562e-02
8.743691e+04, 3.884892e-01, -2.660813e-02
1.157480e+05, 3.825468e-01, -2.609175e-02
1.534472e+05, 3.782120e-01, -2.531603e-02
2.034181e+05, 3.739471e-01, -2.444699e-02
2.696861e+05, 3.693378e-01, -2.240652e-02
3.575525e+05, 3.624163e-01, -2.280231e-02
4.739878e+05, 3.592221e-01, -2.006769e-02
6.285148e+05, 3.526311e-01, -1.893104e-02
