EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0379765
omega, real, im
6.293263e-01, 1.168093e+00, -1.603768e-01
8.324402e-01, 1.153914e+00, -1.412207e-01
1.106767e+00, 1.140027e+00, -1.270689e-01
1.465296e+00, 1.123387e+00, -1.197486e-01
1.947914e+00, 1.106615e+00, -1.120651e-01
2.563042e+00, 1.092307e+00, -1.086643e-01
3.424066e+00, 1.076849e+00, -1.059664e-01
4.530037e+00, 1.063499e+00, -1.061246e-01
5.992113e+00, 1.047937e+00, -1.092779e-01
7.927565e+00, 1.033231e+00, -1.145380e-01
1.057009e+01, 1.014786e+00, -1.223145e-01
1.391364e+01, 9.958237e-01, -1.326351e-01
1.845393e+01, 9.710790e-01, -1.457825e-01
2.454369e+01, 9.421648e-01, -1.570482e-01
3.255131e+01, 9.069010e-01, -1.675549e-01
4.321071e+01, 8.681893e-01, -1.733025e-01
5.721156e+01, 8.292460e-01, -1.695170e-01
7.575201e+01, 7.915003e-01, -1.651828e-01
1.005888e+02, 7.601219e-01, -1.541782e-01
1.333896e+02, 7.310156e-01, -1.440485e-01
1.765735e+02, 7.079697e-01, -1.321387e-01
2.340678e+02, 6.855727e-01, -1.251080e-01
3.106798e+02, 6.650818e-01, -1.178705e-01
4.111698e+02, 6.480919e-01, -1.093580e-01
5.461295e+02, 6.272487e-01, -1.051131e-01
7.237254e+02, 6.117527e-01, -1.008940e-01
9.582557e+02, 5.954396e-01, -9.437581e-02
1.271695e+03, 5.813379e-01, -8.927604e-02
1.686208e+03, 5.656075e-01, -8.581313e-02
2.234103e+03, 5.522231e-01, -8.104321e-02
2.965431e+03, 5.373591e-01, -7.894263e-02
3.923223e+03, 5.223064e-01, -7.561027e-02
5.210048e+03, 5.097960e-01, -7.245357e-02
6.904879e+03, 4.987023e-01, -6.896085e-02
9.156696e+03, 4.880918e-01, -6.596790e-02
1.214596e+04, 4.743277e-01, -6.392640e-02
1.613231e+04, 4.623444e-01, -6.159979e-02
2.131095e+04, 4.546479e-01, -5.778299e-02
2.827860e+04, 4.447798e-01, -5.569481e-02
3.747491e+04, 4.344223e-01, -5.222673e-02
4.976918e+04, 4.236279e-01, -5.007953e-02
6.585677e+04, 4.158940e-01, -4.692010e-02
8.743691e+04, 4.072292e-01, -4.638948e-02
1.157480e+05, 3.985987e-01, -4.112115e-02
1.534472e+05, 3.941439e-01, -4.010428e-02
2.034181e+05, 3.831631e-01, -3.768924e-02
2.696861e+05, 3.777305e-01, -3.646696e-02
3.575525e+05, 3.716298e-01, -3.117794e-02
4.739878e+05, 3.621676e-01, -2.848534e-02
6.285148e+05, 3.568797e-01, -2.444491e-02
