EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0384874
omega, real, im
6.293263e-01, 1.027206e+00, -2.650572e-01
8.324402e-01, 1.007961e+00, -2.211446e-01
1.106767e+00, 9.904420e-01, -1.860308e-01
1.465296e+00, 9.766431e-01, -1.625552e-01
1.947914e+00, 9.604713e-01, -1.455791e-01
2.563042e+00, 9.469394e-01, -1.326865e-01
3.424066e+00, 9.318435e-01, -1.250976e-01
4.530037e+00, 9.180202e-01, -1.203686e-01
5.992113e+00, 9.034403e-01, -1.219285e-01
7.927565e+00, 8.876973e-01, -1.248747e-01
1.057009e+01, 8.691345e-01, -1.330668e-01
1.391364e+01, 8.480262e-01, -1.425396e-01
1.845393e+01, 8.214350e-01, -1.552096e-01
2.454369e+01, 7.883764e-01, -1.659709e-01
3.255131e+01, 7.502776e-01, -1.742774e-01
4.321071e+01, 7.097365e-01, -1.745869e-01
5.721156e+01, 6.693825e-01, -1.694101e-01
7.575201e+01, 6.341774e-01, -1.589818e-01
1.005888e+02, 6.045936e-01, -1.457866e-01
1.333896e+02, 5.810493e-01, -1.323947e-01
1.765735e+02, 5.616308e-01, -1.209297e-01
2.340678e+02, 5.413931e-01, -1.118267e-01
3.106798e+02, 5.240151e-01, -1.053617e-01
4.111698e+02, 5.074453e-01, -9.935576e-02
5.461295e+02, 4.914231e-01, -9.328700e-02
7.237254e+02, 4.768346e-01, -8.783428e-02
9.582557e+02, 4.626850e-01, -8.453168e-02
1.271695e+03, 4.469901e-01, -8.115976e-02
1.686208e+03, 4.346420e-01, -7.625580e-02
2.234103e+03, 4.209127e-01, -7.348702e-02
2.965431e+03, 4.068903e-01, -6.919004e-02
3.923223e+03, 3.963054e-01, -6.551974e-02
5.210048e+03, 3.843210e-01, -6.303703e-02
6.904879e+03, 3.741222e-01, -5.802863e-02
9.156696e+03, 3.649650e-01, -5.537637e-02
1.214596e+04, 3.559501e-01, -5.227800e-02
1.613231e+04, 3.441616e-01, -5.041071e-02
2.131095e+04, 3.381540e-01, -4.630748e-02
2.827860e+04, 3.308733e-01, -4.388210e-02
3.747491e+04, 3.229349e-01, -4.094727e-02
4.976918e+04, 3.164605e-01, -3.910474e-02
6.585677e+04, 3.100757e-01, -3.704503e-02
8.743691e+04, 3.040947e-01, -3.656206e-02
1.157480e+05, 2.976107e-01, -3.282372e-02
1.534472e+05, 2.924363e-01, -3.338147e-02
2.034181e+05, 2.864040e-01, -3.118467e-02
2.696861e+05, 2.786480e-01, -3.041039e-02
3.575525e+05, 2.754261e-01, -2.988577e-02
4.739878e+05, 2.690374e-01, -2.732913e-02
6.285148e+05, 2.628254e-01, -2.661234e-02
