EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0374417
omega, real, im
6.293263e-01, 7.506863e-01, -1.083312e-01
8.324402e-01, 7.396053e-01, -9.040038e-02
1.106767e+00, 7.329420e-01, -7.510360e-02
1.465296e+00, 7.267373e-01, -6.559178e-02
1.947914e+00, 7.187780e-01, -5.760215e-02
2.563042e+00, 7.127960e-01, -5.171838e-02
3.424066e+00, 7.062871e-01, -4.799001e-02
4.530037e+00, 7.012276e-01, -4.551227e-02
5.992113e+00, 6.956971e-01, -4.507652e-02
7.927565e+00, 6.903021e-01, -4.592366e-02
1.057009e+01, 6.843553e-01, -4.833555e-02
1.391364e+01, 6.787337e-01, -5.149169e-02
1.845393e+01, 6.714913e-01, -5.663859e-02
2.454369e+01, 6.629210e-01, -6.408076e-02
3.255131e+01, 6.518649e-01, -7.188451e-02
4.321071e+01, 6.396609e-01, -8.085734e-02
5.721156e+01, 6.224557e-01, -9.045530e-02
7.575201e+01, 6.025116e-01, -9.825558e-02
1.005888e+02, 5.795251e-01, -1.053508e-01
1.333896e+02, 5.555571e-01, -1.073270e-01
1.765735e+02, 5.326731e-01, -1.053092e-01
2.340678e+02, 5.114421e-01, -1.010902e-01
3.106798e+02, 4.919991e-01, -9.599349e-02
4.111698e+02, 4.735948e-01, -9.097422e-02
5.461295e+02, 4.569910e-01, -8.536093e-02
7.237254e+02, 4.438352e-01, -7.852191e-02
9.582557e+02, 4.308497e-01, -7.234511e-02
1.271695e+03, 4.192097e-01, -6.794125e-02
1.686208e+03, 4.071406e-01, -6.390873e-02
2.234103e+03, 3.971737e-01, -6.016606e-02
2.965431e+03, 3.870066e-01, -5.744046e-02
3.923223e+03, 3.775252e-01, -5.568356e-02
5.210048e+03, 3.688236e-01, -5.232209e-02
6.904879e+03, 3.596842e-01, -5.049377e-02
9.156696e+03, 3.519328e-01, -4.806508e-02
1.214596e+04, 3.427222e-01, -4.700226e-02
1.613231e+04, 3.351095e-01, -4.475007e-02
2.131095e+04, 3.282543e-01, -4.373591e-02
2.827860e+04, 3.207186e-01, -4.166883e-02
3.747491e+04, 3.128659e-01, -3.983603e-02
4.976918e+04, 3.060414e-01, -3.876989e-02
6.585677e+04, 3.003393e-01, -3.541047e-02
8.743691e+04, 2.929123e-01, -3.469520e-02
1.157480e+05, 2.875954e-01, -3.428407e-02
1.534472e+05, 2.811388e-01, -3.281219e-02
2.034181e+05, 2.760825e-01, -3.127309e-02
2.696861e+05, 2.693832e-01, -3.050942e-02
3.575525e+05, 2.645042e-01, -3.010005e-02
4.739878e+05, 2.592014e-01, -2.855138e-02
6.285148e+05, 2.528623e-01, -2.654926e-02
