EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0411202
omega, real, im
6.293263e-01, 9.125485e-01, -1.088747e-01
8.324402e-01, 9.013236e-01, -9.050522e-02
1.106767e+00, 8.923642e-01, -7.854158e-02
1.465296e+00, 8.831784e-01, -6.831028e-02
1.947914e+00, 8.771254e-01, -5.932601e-02
2.563042e+00, 8.703624e-01, -5.337529e-02
3.424066e+00, 8.645351e-01, -4.761982e-02
4.530037e+00, 8.591420e-01, -4.463496e-02
5.992113e+00, 8.540987e-01, -4.242521e-02
7.927565e+00, 8.493694e-01, -4.228557e-02
1.057009e+01, 8.444287e-01, -4.301089e-02
1.391364e+01, 8.399260e-01, -4.629922e-02
1.845393e+01, 8.343960e-01, -5.005527e-02
2.454369e+01, 8.283404e-01, -5.664881e-02
3.255131e+01, 8.197821e-01, -6.463569e-02
4.321071e+01, 8.079064e-01, -7.425375e-02
5.721156e+01, 7.879274e-01, -8.835156e-02
7.575201e+01, 7.750570e-01, -9.559931e-02
1.005888e+02, 7.536203e-01, -1.012873e-01
1.333896e+02, 7.289990e-01, -1.037669e-01
1.765735e+02, 7.030618e-01, -1.049445e-01
2.340678e+02, 6.818572e-01, -1.009052e-01
3.106798e+02, 6.612217e-01, -9.593017e-02
4.111698e+02, 6.438369e-01, -9.020660e-02
5.461295e+02, 6.285883e-01, -8.438046e-02
7.237254e+02, 6.139624e-01, -7.850158e-02
9.582557e+02, 6.007594e-01, -7.467525e-02
1.271695e+03, 5.889709e-01, -7.076319e-02
1.686208e+03, 5.779287e-01, -6.782305e-02
2.234103e+03, 5.655792e-01, -6.328494e-02
2.965431e+03, 5.562226e-01, -6.118092e-02
3.923223e+03, 5.451337e-01, -5.972305e-02
5.210048e+03, 5.355338e-01, -5.614915e-02
6.904879e+03, 5.252661e-01, -5.414372e-02
9.156696e+03, 5.160713e-01, -5.252608e-02
1.214596e+04, 5.048051e-01, -5.131337e-02
1.613231e+04, 4.953572e-01, -4.704781e-02
2.131095e+04, 4.883840e-01, -4.520926e-02
2.827860e+04, 4.801239e-01, -4.304541e-02
3.747491e+04, 4.724915e-01, -4.107269e-02
4.976918e+04, 4.656493e-01, -3.938384e-02
6.585677e+04, 4.599221e-01, -3.722814e-02
8.743691e+04, 4.532841e-01, -3.470178e-02
1.157480e+05, 4.464700e-01, -3.369876e-02
1.534472e+05, 4.405659e-01, -2.822703e-02
2.034181e+05, 4.352902e-01, -2.599155e-02
2.696861e+05, 4.310847e-01, -2.597273e-02
3.575525e+05, 4.258681e-01, -2.312959e-02
4.739878e+05, 4.207361e-01, -2.035465e-02
6.285148e+05, 4.152088e-01, -1.720018e-02
