EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0426043
omega, real, im
6.293263e-01, 1.287476e+00, -1.204622e-01
8.324402e-01, 1.277753e+00, -1.010329e-01
1.106767e+00, 1.271567e+00, -8.759749e-02
1.465296e+00, 1.262883e+00, -7.936871e-02
1.947914e+00, 1.255160e+00, -7.115478e-02
2.563042e+00, 1.247627e+00, -6.725489e-02
3.424066e+00, 1.238762e+00, -6.343774e-02
4.530037e+00, 1.231747e+00, -6.288201e-02
5.992113e+00, 1.223195e+00, -6.315611e-02
7.927565e+00, 1.215181e+00, -6.649686e-02
1.057009e+01, 1.205737e+00, -7.059409e-02
1.391364e+01, 1.197237e+00, -7.769059e-02
1.845393e+01, 1.185133e+00, -8.729406e-02
2.454369e+01, 1.173262e+00, -9.625964e-02
3.255131e+01, 1.153341e+00, -1.124168e-01
4.321071e+01, 1.128607e+00, -1.249446e-01
5.721156e+01, 1.101123e+00, -1.330219e-01
7.575201e+01, 1.071137e+00, -1.442428e-01
1.005888e+02, 1.037691e+00, -1.458466e-01
1.333896e+02, 1.007283e+00, -1.457542e-01
1.765735e+02, 9.787260e-01, -1.404086e-01
2.340678e+02, 9.521044e-01, -1.360372e-01
3.106798e+02, 9.246824e-01, -1.321955e-01
4.111698e+02, 9.044971e-01, -1.259209e-01
5.461295e+02, 8.833488e-01, -1.199233e-01
7.237254e+02, 8.599986e-01, -1.185232e-01
9.582557e+02, 8.392522e-01, -1.149680e-01
1.271695e+03, 8.184904e-01, -1.115960e-01
1.686208e+03, 7.985588e-01, -1.088119e-01
2.234103e+03, 7.815838e-01, -1.049472e-01
2.965431e+03, 7.610317e-01, -1.000860e-01
3.923223e+03, 7.422865e-01, -9.602556e-02
5.210048e+03, 7.276132e-01, -9.150355e-02
6.904879e+03, 7.100103e-01, -8.808650e-02
9.156696e+03, 6.925489e-01, -8.333552e-02
1.214596e+04, 6.800531e-01, -7.735621e-02
1.613231e+04, 6.646251e-01, -7.357445e-02
2.131095e+04, 6.514055e-01, -6.809869e-02
2.827860e+04, 6.402691e-01, -6.493644e-02
3.747491e+04, 6.305588e-01, -5.939394e-02
4.976918e+04, 6.186568e-01, -5.733788e-02
6.585677e+04, 6.105555e-01, -5.210339e-02
8.743691e+04, 6.021058e-01, -4.770407e-02
1.157480e+05, 5.937325e-01, -4.200140e-02
1.534472e+05, 5.882515e-01, -4.046923e-02
2.034181e+05, 5.817484e-01, -3.611889e-02
2.696861e+05, 5.730999e-01, -3.200509e-02
3.575525e+05, 5.679511e-01, -2.783149e-02
4.739878e+05, 5.617495e-01, -2.569319e-02
6.285148e+05, 5.572861e-01, -1.990744e-02
