EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0415071
omega, real, im
6.293263e-01, 9.775242e-01, -1.218784e-01
8.324402e-01, 9.657431e-01, -1.011102e-01
1.106767e+00, 9.581112e-01, -8.617461e-02
1.465296e+00, 9.484045e-01, -7.696347e-02
1.947914e+00, 9.401651e-01, -6.829005e-02
2.563042e+00, 9.338078e-01, -6.337976e-02
3.424066e+00, 9.260961e-01, -5.916964e-02
4.530037e+00, 9.197567e-01, -5.831710e-02
5.992113e+00, 9.128358e-01, -5.811950e-02
7.927565e+00, 9.063738e-01, -6.095394e-02
1.057009e+01, 8.983102e-01, -6.487206e-02
1.391364e+01, 8.897269e-01, -7.057761e-02
1.845393e+01, 8.801039e-01, -8.008096e-02
2.454369e+01, 8.654638e-01, -9.211510e-02
3.255131e+01, 8.519121e-01, -1.033858e-01
4.321071e+01, 8.312860e-01, -1.172211e-01
5.721156e+01, 8.158236e-01, -1.461046e-01
7.575201e+01, 7.747837e-01, -1.394941e-01
1.005888e+02, 7.447284e-01, -1.447485e-01
1.333896e+02, 7.109463e-01, -1.424099e-01
1.765735e+02, 6.812189e-01, -1.376946e-01
2.340678e+02, 6.558349e-01, -1.305528e-01
3.106798e+02, 6.316110e-01, -1.244476e-01
4.111698e+02, 6.085305e-01, -1.191120e-01
5.461295e+02, 5.890830e-01, -1.126589e-01
7.237254e+02, 5.699877e-01, -1.079235e-01
9.582557e+02, 5.509222e-01, -1.041430e-01
1.271695e+03, 5.358140e-01, -1.003169e-01
1.686208e+03, 5.162646e-01, -9.713982e-02
2.234103e+03, 5.003762e-01, -9.146550e-02
2.965431e+03, 4.839927e-01, -8.858256e-02
3.923223e+03, 4.671571e-01, -8.530883e-02
5.210048e+03, 4.529701e-01, -8.146486e-02
6.904879e+03, 4.370193e-01, -7.735782e-02
9.156696e+03, 4.227774e-01, -7.329040e-02
1.214596e+04, 4.108832e-01, -7.106602e-02
1.613231e+04, 3.989314e-01, -6.483870e-02
2.131095e+04, 3.872589e-01, -6.118187e-02
2.827860e+04, 3.744382e-01, -5.902652e-02
3.747491e+04, 3.664310e-01, -5.458355e-02
4.976918e+04, 3.567846e-01, -5.140083e-02
6.585677e+04, 3.486050e-01, -4.766914e-02
8.743691e+04, 3.407896e-01, -4.362262e-02
1.157480e+05, 3.322752e-01, -4.069207e-02
1.534472e+05, 3.253092e-01, -3.733892e-02
2.034181e+05, 3.208408e-01, -3.416847e-02
2.696861e+05, 3.148739e-01, -3.063358e-02
3.575525e+05, 3.100497e-01, -3.005358e-02
4.739878e+05, 3.048243e-01, -2.653228e-02
6.285148e+05, 2.986931e-01, -2.157422e-02
