EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0389537
omega, real, im
6.293263e-01, 7.007703e-01, -1.503653e-01
8.324402e-01, 6.840160e-01, -1.234975e-01
1.106767e+00, 6.738999e-01, -9.926014e-02
1.465296e+00, 6.710765e-01, -8.405370e-02
1.947914e+00, 6.640040e-01, -7.525446e-02
2.563042e+00, 6.562650e-01, -6.584505e-02
3.424066e+00, 6.496798e-01, -5.756464e-02
4.530037e+00, 6.455688e-01, -5.079203e-02
5.992113e+00, 6.410545e-01, -4.866580e-02
7.927565e+00, 6.352651e-01, -4.676941e-02
1.057009e+01, 6.297274e-01, -4.729486e-02
1.391364e+01, 6.239633e-01, -4.823509e-02
1.845393e+01, 6.180789e-01, -5.121225e-02
2.454369e+01, 6.089560e-01, -5.588306e-02
3.255131e+01, 6.011099e-01, -6.151207e-02
4.321071e+01, 5.891775e-01, -6.788979e-02
5.721156e+01, 5.752501e-01, -7.153562e-02
7.575201e+01, 5.591233e-01, -8.010156e-02
1.005888e+02, 5.407729e-01, -8.395087e-02
1.333896e+02, 5.241035e-01, -8.402190e-02
1.765735e+02, 5.056087e-01, -8.108503e-02
2.340678e+02, 4.879742e-01, -7.715232e-02
3.106798e+02, 4.739122e-01, -7.101110e-02
4.111698e+02, 4.618793e-01, -6.739813e-02
5.461295e+02, 4.491928e-01, -6.252570e-02
7.237254e+02, 4.382432e-01, -5.748500e-02
9.582557e+02, 4.295721e-01, -5.292698e-02
1.271695e+03, 4.222533e-01, -4.747227e-02
1.686208e+03, 4.135115e-01, -4.563146e-02
2.234103e+03, 4.060091e-01, -4.050983e-02
2.965431e+03, 4.010927e-01, -4.000567e-02
3.923223e+03, 3.940723e-01, -3.618555e-02
5.210048e+03, 3.876602e-01, -3.501809e-02
6.904879e+03, 3.826595e-01, -3.106170e-02
9.156696e+03, 3.777300e-01, -3.179716e-02
1.214596e+04, 3.722624e-01, -2.828793e-02
1.613231e+04, 3.688266e-01, -2.914026e-02
2.131095e+04, 3.602324e-01, -2.657298e-02
2.827860e+04, 3.572755e-01, -2.683933e-02
3.747491e+04, 3.522611e-01, -2.596298e-02
4.976918e+04, 3.485329e-01, -2.437199e-02
6.585677e+04, 3.455941e-01, -2.330431e-02
8.743691e+04, 3.406791e-01, -2.294851e-02
1.157480e+05, 3.356441e-01, -2.137516e-02
1.534472e+05, 3.325082e-01, -2.031234e-02
2.034181e+05, 3.288133e-01, -1.918535e-02
2.696861e+05, 3.250126e-01, -1.946242e-02
3.575525e+05, 3.200303e-01, -1.955839e-02
4.739878e+05, 3.165386e-01, -1.601100e-02
6.285148e+05, 3.101564e-01, -1.425033e-02
