EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0430912
omega, real, im
6.293263e-01, 1.734502e+00, -2.347040e-01
8.324402e-01, 1.715159e+00, -2.002105e-01
1.106767e+00, 1.700564e+00, -1.768792e-01
1.465296e+00, 1.682543e+00, -1.630909e-01
1.947914e+00, 1.665586e+00, -1.530028e-01
2.563042e+00, 1.648890e+00, -1.502514e-01
3.424066e+00, 1.630655e+00, -1.519573e-01
4.530037e+00, 1.612471e+00, -1.594197e-01
5.992113e+00, 1.589013e+00, -1.712782e-01
7.927565e+00, 1.563089e+00, -1.881893e-01
1.057009e+01, 1.527238e+00, -2.087192e-01
1.391364e+01, 1.486819e+00, -2.291965e-01
1.845393e+01, 1.433786e+00, -2.447002e-01
2.454369e+01, 1.374078e+00, -2.547910e-01
3.255131e+01, 1.313108e+00, -2.489180e-01
4.321071e+01, 1.259074e+00, -2.358200e-01
5.721156e+01, 1.211609e+00, -2.088152e-01
7.575201e+01, 1.175886e+00, -1.906411e-01
1.005888e+02, 1.145678e+00, -1.720497e-01
1.333896e+02, 1.122781e+00, -1.576875e-01
1.765735e+02, 1.100094e+00, -1.472904e-01
2.340678e+02, 1.078780e+00, -1.396299e-01
3.106798e+02, 1.058532e+00, -1.334753e-01
4.111698e+02, 1.033709e+00, -1.299189e-01
5.461295e+02, 1.011826e+00, -1.274794e-01
7.237254e+02, 9.894494e-01, -1.220865e-01
9.582557e+02, 9.678279e-01, -1.179112e-01
1.271695e+03, 9.474988e-01, -1.150656e-01
1.686208e+03, 9.250112e-01, -1.065429e-01
2.234103e+03, 9.060414e-01, -1.048061e-01
2.965431e+03, 8.877994e-01, -9.972224e-02
3.923223e+03, 8.693808e-01, -9.518308e-02
5.210048e+03, 8.549616e-01, -8.961847e-02
6.904879e+03, 8.400770e-01, -8.207963e-02
9.156696e+03, 8.237437e-01, -8.020490e-02
1.214596e+04, 8.091982e-01, -7.191505e-02
1.613231e+04, 7.961223e-01, -7.003574e-02
2.131095e+04, 7.864751e-01, -6.602137e-02
2.827860e+04, 7.761812e-01, -5.949618e-02
3.747491e+04, 7.647439e-01, -5.436008e-02
4.976918e+04, 7.565874e-01, -5.087509e-02
6.585677e+04, 7.479618e-01, -5.007330e-02
8.743691e+04, 7.411731e-01, -4.260651e-02
1.157480e+05, 7.320989e-01, -4.014406e-02
1.534472e+05, 7.244750e-01, -3.699042e-02
2.034181e+05, 7.184568e-01, -3.705089e-02
2.696861e+05, 7.145369e-01, -2.881046e-02
3.575525e+05, 7.082503e-01, -2.723965e-02
4.739878e+05, 7.037595e-01, -2.324838e-02
6.285148e+05, 6.973643e-01, -1.978035e-02
