EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0439738
omega, real, im
6.293263e-01, 1.187975e+00, -1.078143e-01
8.324402e-01, 1.179422e+00, -9.034993e-02
1.106767e+00, 1.170739e+00, -7.945950e-02
1.465296e+00, 1.162484e+00, -7.043446e-02
1.947914e+00, 1.156637e+00, -6.457019e-02
2.563042e+00, 1.150502e+00, -6.196248e-02
3.424066e+00, 1.144975e+00, -6.133815e-02
4.530037e+00, 1.138473e+00, -6.370945e-02
5.992113e+00, 1.132501e+00, -6.823719e-02
7.927565e+00, 1.124530e+00, -7.661808e-02
1.057009e+01, 1.115514e+00, -8.790335e-02
1.391364e+01, 1.102432e+00, -1.022745e-01
1.845393e+01, 1.085103e+00, -1.198934e-01
2.454369e+01, 1.061631e+00, -1.399888e-01
3.255131e+01, 1.029399e+00, -1.573217e-01
4.321071e+01, 9.929997e-01, -1.720676e-01
5.721156e+01, 9.490563e-01, -1.832288e-01
7.575201e+01, 9.099156e-01, -1.751610e-01
1.005888e+02, 8.748119e-01, -1.692555e-01
1.333896e+02, 8.413817e-01, -1.596198e-01
1.765735e+02, 8.152975e-01, -1.533263e-01
2.340678e+02, 7.897834e-01, -1.469255e-01
3.106798e+02, 7.630494e-01, -1.409442e-01
4.111698e+02, 7.399830e-01, -1.376861e-01
5.461295e+02, 7.144511e-01, -1.329499e-01
7.237254e+02, 6.924554e-01, -1.296548e-01
9.582557e+02, 6.710444e-01, -1.250565e-01
1.271695e+03, 6.467336e-01, -1.223178e-01
1.686208e+03, 6.223300e-01, -1.171388e-01
2.234103e+03, 6.042478e-01, -1.122181e-01
2.965431e+03, 5.847552e-01, -1.061106e-01
3.923223e+03, 5.641604e-01, -1.005556e-01
5.210048e+03, 5.474439e-01, -9.311578e-02
6.904879e+03, 5.300958e-01, -8.829311e-02
9.156696e+03, 5.150045e-01, -8.253276e-02
1.214596e+04, 5.016241e-01, -7.773386e-02
1.613231e+04, 4.884108e-01, -7.254528e-02
2.131095e+04, 4.755542e-01, -6.581730e-02
2.827860e+04, 4.644253e-01, -6.314208e-02
3.747491e+04, 4.554146e-01, -5.837113e-02
4.976918e+04, 4.458712e-01, -5.167956e-02
6.585677e+04, 4.393132e-01, -4.819934e-02
8.743691e+04, 4.278776e-01, -4.504194e-02
1.157480e+05, 4.217232e-01, -4.090613e-02
1.534472e+05, 4.152676e-01, -3.703397e-02
2.034181e+05, 4.126675e-01, -3.399314e-02
2.696861e+05, 4.048762e-01, -2.847880e-02
3.575525e+05, 4.004000e-01, -2.824873e-02
4.739878e+05, 3.948686e-01, -2.477102e-02
6.285148e+05, 3.907903e-01, -2.154688e-02
