EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0432159
omega, real, im
6.293263e-01, 7.940409e-01, -1.987022e-01
8.324402e-01, 7.791999e-01, -1.637592e-01
1.106767e+00, 7.676590e-01, -1.388750e-01
1.465296e+00, 7.601709e-01, -1.168645e-01
1.947914e+00, 7.517160e-01, -1.023048e-01
2.563042e+00, 7.418882e-01, -9.072977e-02
3.424066e+00, 7.333902e-01, -8.275978e-02
4.530037e+00, 7.238089e-01, -7.941087e-02
5.992113e+00, 7.146997e-01, -7.815532e-02
7.927565e+00, 7.041485e-01, -7.907335e-02
1.057009e+01, 6.945642e-01, -8.277843e-02
1.391364e+01, 6.823190e-01, -9.002592e-02
1.845393e+01, 6.673957e-01, -9.891995e-02
2.454369e+01, 6.495175e-01, -1.092133e-01
3.255131e+01, 6.265075e-01, -1.192021e-01
4.321071e+01, 5.998517e-01, -1.284331e-01
5.721156e+01, 5.698036e-01, -1.322603e-01
7.575201e+01, 5.423926e-01, -1.314089e-01
1.005888e+02, 5.136307e-01, -1.263303e-01
1.333896e+02, 4.876106e-01, -1.208597e-01
1.765735e+02, 4.672058e-01, -1.117389e-01
2.340678e+02, 4.474615e-01, -1.057026e-01
3.106798e+02, 4.297387e-01, -9.948925e-02
4.111698e+02, 4.142206e-01, -9.444690e-02
5.461295e+02, 3.993018e-01, -9.022103e-02
7.237254e+02, 3.832947e-01, -8.576325e-02
9.582557e+02, 3.688593e-01, -8.365577e-02
1.271695e+03, 3.566036e-01, -8.156286e-02
1.686208e+03, 3.405788e-01, -7.658257e-02
2.234103e+03, 3.267118e-01, -7.460176e-02
2.965431e+03, 3.148787e-01, -7.359626e-02
3.923223e+03, 3.001958e-01, -7.146763e-02
5.210048e+03, 2.877604e-01, -6.654309e-02
6.904879e+03, 2.757008e-01, -6.448112e-02
9.156696e+03, 2.650141e-01, -6.084189e-02
1.214596e+04, 2.537194e-01, -5.938506e-02
1.613231e+04, 2.458649e-01, -5.497547e-02
2.131095e+04, 2.317458e-01, -5.094838e-02
2.827860e+04, 2.261724e-01, -4.940277e-02
3.747491e+04, 2.164609e-01, -4.399473e-02
4.976918e+04, 2.090683e-01, -4.219294e-02
6.585677e+04, 2.017776e-01, -3.890519e-02
8.743691e+04, 1.960086e-01, -3.501838e-02
1.157480e+05, 1.898472e-01, -3.541088e-02
1.534472e+05, 1.846719e-01, -3.228600e-02
2.034181e+05, 1.792280e-01, -3.014957e-02
2.696861e+05, 1.748562e-01, -3.106605e-02
3.575525e+05, 1.700558e-01, -3.151249e-02
4.739878e+05, 1.659425e-01, -3.046592e-02
6.285148e+05, 1.603610e-01, -3.081852e-02
