EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.038768
omega, real, im
6.293263e-01, 1.009710e+00, -2.659210e-01
8.324402e-01, 9.931748e-01, -2.189936e-01
1.106767e+00, 9.771959e-01, -1.859844e-01
1.465296e+00, 9.641884e-01, -1.578471e-01
1.947914e+00, 9.498570e-01, -1.374977e-01
2.563042e+00, 9.358127e-01, -1.205835e-01
3.424066e+00, 9.243958e-01, -1.091040e-01
4.530037e+00, 9.119079e-01, -1.019847e-01
5.992113e+00, 9.013589e-01, -9.819804e-02
7.927565e+00, 8.891759e-01, -9.789947e-02
1.057009e+01, 8.774766e-01, -1.002062e-01
1.391364e+01, 8.636911e-01, -1.071968e-01
1.845393e+01, 8.474758e-01, -1.157082e-01
2.454369e+01, 8.192683e-01, -1.273442e-01
3.255131e+01, 7.987621e-01, -1.374736e-01
4.321071e+01, 7.679381e-01, -1.458865e-01
5.721156e+01, 7.280636e-01, -1.501898e-01
7.575201e+01, 7.009245e-01, -1.453356e-01
1.005888e+02, 6.707041e-01, -1.363457e-01
1.333896e+02, 6.436927e-01, -1.264626e-01
1.765735e+02, 6.226570e-01, -1.161065e-01
2.340678e+02, 6.043080e-01, -1.077684e-01
3.106798e+02, 5.851897e-01, -1.021454e-01
4.111698e+02, 5.696955e-01, -9.449767e-02
5.461295e+02, 5.539936e-01, -8.931065e-02
7.237254e+02, 5.401643e-01, -8.375286e-02
9.582557e+02, 5.256721e-01, -7.861376e-02
1.271695e+03, 5.132276e-01, -7.530660e-02
1.686208e+03, 5.015542e-01, -7.192242e-02
2.234103e+03, 4.869309e-01, -6.870030e-02
2.965431e+03, 4.755320e-01, -6.698498e-02
3.923223e+03, 4.644558e-01, -6.210935e-02
5.210048e+03, 4.530060e-01, -5.828617e-02
6.904879e+03, 4.426679e-01, -5.429693e-02
9.156696e+03, 4.338010e-01, -5.309311e-02
1.214596e+04, 4.242473e-01, -4.861393e-02
1.613231e+04, 4.160670e-01, -4.674083e-02
2.131095e+04, 4.083058e-01, -4.347852e-02
2.827860e+04, 4.010634e-01, -4.145939e-02
3.747491e+04, 3.940488e-01, -3.989574e-02
4.976918e+04, 3.878574e-01, -3.692776e-02
6.585677e+04, 3.813527e-01, -3.464321e-02
8.743691e+04, 3.757949e-01, -3.347193e-02
1.157480e+05, 3.701633e-01, -3.202780e-02
1.534472e+05, 3.628568e-01, -3.105540e-02
2.034181e+05, 3.586227e-01, -2.886852e-02
2.696861e+05, 3.538790e-01, -2.603606e-02
3.575525e+05, 3.484645e-01, -2.460265e-02
4.739878e+05, 3.435835e-01, -2.142352e-02
6.285148e+05, 3.379162e-01, -1.878119e-02
