EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0391313
omega, real, im
6.293263e-01, 7.860188e-01, -1.068039e-01
8.324402e-01, 7.751394e-01, -8.860533e-02
1.106767e+00, 7.675835e-01, -7.608935e-02
1.465296e+00, 7.583016e-01, -6.620283e-02
1.947914e+00, 7.514629e-01, -5.738563e-02
2.563042e+00, 7.450927e-01, -5.188160e-02
3.424066e+00, 7.393695e-01, -4.626231e-02
4.530037e+00, 7.346223e-01, -4.342718e-02
5.992113e+00, 7.295352e-01, -4.106388e-02
7.927565e+00, 7.247794e-01, -4.064823e-02
1.057009e+01, 7.197289e-01, -4.039912e-02
1.391364e+01, 7.155044e-01, -4.219355e-02
1.845393e+01, 7.096568e-01, -4.510021e-02
2.454369e+01, 7.045249e-01, -5.002680e-02
3.255131e+01, 6.967814e-01, -5.674843e-02
4.321071e+01, 6.876728e-01, -6.343984e-02
5.721156e+01, 6.719425e-01, -7.473513e-02
7.575201e+01, 6.623363e-01, -8.312834e-02
1.005888e+02, 6.419502e-01, -8.996671e-02
1.333896e+02, 6.214523e-01, -9.717228e-02
1.765735e+02, 5.994514e-01, -9.955501e-02
2.340678e+02, 5.771919e-01, -9.716462e-02
3.106798e+02, 5.567369e-01, -9.403273e-02
4.111698e+02, 5.385222e-01, -8.807793e-02
5.461295e+02, 5.220261e-01, -8.151428e-02
7.237254e+02, 5.077209e-01, -7.654840e-02
9.582557e+02, 4.963298e-01, -7.230474e-02
1.271695e+03, 4.835776e-01, -6.792568e-02
1.686208e+03, 4.734164e-01, -6.528808e-02
2.234103e+03, 4.626317e-01, -6.164343e-02
2.965431e+03, 4.521016e-01, -5.862837e-02
3.923223e+03, 4.433616e-01, -5.599012e-02
5.210048e+03, 4.324980e-01, -5.391495e-02
6.904879e+03, 4.217879e-01, -5.235450e-02
9.156696e+03, 4.150331e-01, -5.073545e-02
1.214596e+04, 4.068427e-01, -4.755694e-02
1.613231e+04, 3.969111e-01, -4.590263e-02
2.131095e+04, 3.897762e-01, -4.443753e-02
2.827860e+04, 3.810816e-01, -4.237330e-02
3.747491e+04, 3.737406e-01, -4.105555e-02
4.976918e+04, 3.657733e-01, -3.820328e-02
6.585677e+04, 3.593791e-01, -3.605308e-02
8.743691e+04, 3.528796e-01, -3.520618e-02
1.157480e+05, 3.474663e-01, -3.234020e-02
1.534472e+05, 3.397050e-01, -3.123079e-02
2.034181e+05, 3.359804e-01, -2.866217e-02
2.696861e+05, 3.304500e-01, -2.647928e-02
3.575525e+05, 3.260061e-01, -2.449774e-02
4.739878e+05, 3.210124e-01, -2.075911e-02
6.285148e+05, 3.158806e-01, -1.892022e-02
