EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0383039
omega, real, im
6.293263e-01, 1.108671e+00, -1.384540e-01
8.324402e-01, 1.097875e+00, -1.214693e-01
1.106767e+00, 1.081777e+00, -1.058873e-01
1.465296e+00, 1.064703e+00, -9.753764e-02
1.947914e+00, 1.048021e+00, -9.225659e-02
2.563042e+00, 1.035981e+00, -8.836068e-02
3.424066e+00, 1.024062e+00, -8.734346e-02
4.530037e+00, 1.014744e+00, -8.758854e-02
5.992113e+00, 1.003632e+00, -9.289865e-02
7.927565e+00, 9.914957e-01, -9.876361e-02
1.057009e+01, 9.767668e-01, -1.089526e-01
1.391364e+01, 9.598290e-01, -1.205404e-01
1.845393e+01, 9.382218e-01, -1.343831e-01
2.454369e+01, 9.091372e-01, -1.488024e-01
3.255131e+01, 8.758622e-01, -1.618226e-01
4.321071e+01, 8.389713e-01, -1.670062e-01
5.721156e+01, 8.013313e-01, -1.677132e-01
7.575201e+01, 7.632997e-01, -1.603626e-01
1.005888e+02, 7.312025e-01, -1.509541e-01
1.333896e+02, 7.041385e-01, -1.393815e-01
1.765735e+02, 6.811668e-01, -1.301551e-01
2.340678e+02, 6.602626e-01, -1.216099e-01
3.106798e+02, 6.407263e-01, -1.136382e-01
4.111698e+02, 6.207046e-01, -1.091513e-01
5.461295e+02, 6.027923e-01, -1.031872e-01
7.237254e+02, 5.872764e-01, -9.822199e-02
9.582557e+02, 5.708433e-01, -9.404594e-02
1.271695e+03, 5.544624e-01, -9.119419e-02
1.686208e+03, 5.395108e-01, -8.584145e-02
2.234103e+03, 5.258370e-01, -8.337042e-02
2.965431e+03, 5.104476e-01, -7.961392e-02
3.923223e+03, 4.979323e-01, -7.667228e-02
5.210048e+03, 4.838969e-01, -7.372864e-02
6.904879e+03, 4.706015e-01, -7.002775e-02
9.156696e+03, 4.586935e-01, -6.749022e-02
1.214596e+04, 4.474657e-01, -6.276135e-02
1.613231e+04, 4.359525e-01, -6.009625e-02
2.131095e+04, 4.250420e-01, -5.828258e-02
2.827860e+04, 4.141756e-01, -5.462715e-02
3.747491e+04, 4.052588e-01, -5.263962e-02
4.976918e+04, 3.964463e-01, -5.083631e-02
6.585677e+04, 3.869765e-01, -4.611958e-02
8.743691e+04, 3.802243e-01, -4.459624e-02
1.157480e+05, 3.705852e-01, -4.184930e-02
1.534472e+05, 3.646325e-01, -4.025487e-02
2.034181e+05, 3.573343e-01, -3.664752e-02
2.696861e+05, 3.498601e-01, -3.351077e-02
3.575525e+05, 3.437894e-01, -2.950829e-02
4.739878e+05, 3.373534e-01, -2.708509e-02
6.285148e+05, 3.312407e-01, -2.324293e-02
