EISF, 1.1.0
"Unkown"
File origin
CoinCellHell mesurement file
labelsNames
"cap_estimate"
labels
0.0435463
omega, real, im
6.293263e-01, 8.196329e-01, -1.113751e-01
8.324402e-01, 8.046480e-01, -9.439050e-02
1.106767e+00, 7.898831e-01, -8.005273e-02
1.465296e+00, 7.792722e-01, -6.893098e-02
1.947914e+00, 7.692552e-01, -6.127721e-02
2.563042e+00, 7.619214e-01, -5.403228e-02
3.424066e+00, 7.551760e-01, -4.986297e-02
4.530037e+00, 7.490311e-01, -4.614577e-02
5.992113e+00, 7.435503e-01, -4.496790e-02
7.927565e+00, 7.392457e-01, -4.390573e-02
1.057009e+01, 7.344467e-01, -4.598599e-02
1.391364e+01, 7.290596e-01, -4.880239e-02
1.845393e+01, 7.244898e-01, -5.345041e-02
2.454369e+01, 7.166514e-01, -5.919717e-02
3.255131e+01, 7.083660e-01, -7.096566e-02
4.321071e+01, 6.955835e-01, -8.138292e-02
5.721156e+01, 6.813003e-01, -9.313170e-02
7.575201e+01, 6.590444e-01, -1.027982e-01
1.005888e+02, 6.362069e-01, -1.115097e-01
1.333896e+02, 6.112445e-01, -1.166669e-01
1.765735e+02, 5.862824e-01, -1.183054e-01
2.340678e+02, 5.636241e-01, -1.137263e-01
3.106798e+02, 5.387334e-01, -1.123409e-01
4.111698e+02, 5.187590e-01, -1.085607e-01
5.461295e+02, 5.001901e-01, -1.053638e-01
7.237254e+02, 4.818782e-01, -1.024028e-01
9.582557e+02, 4.632441e-01, -9.965163e-02
1.271695e+03, 4.459129e-01, -9.848280e-02
1.686208e+03, 4.288737e-01, -9.582334e-02
2.234103e+03, 4.126445e-01, -9.215934e-02
2.965431e+03, 3.950334e-01, -8.999684e-02
3.923223e+03, 3.786713e-01, -8.794159e-02
5.210048e+03, 3.631975e-01, -8.442578e-02
6.904879e+03, 3.469525e-01, -7.937197e-02
9.156696e+03, 3.333234e-01, -7.519295e-02
1.214596e+04, 3.191458e-01, -7.245886e-02
1.613231e+04, 3.051940e-01, -6.832373e-02
2.131095e+04, 2.936426e-01, -6.368560e-02
2.827860e+04, 2.833942e-01, -5.943936e-02
3.747491e+04, 2.712012e-01, -5.458730e-02
4.976918e+04, 2.643200e-01, -5.032492e-02
6.585677e+04, 2.550319e-01, -4.722564e-02
8.743691e+04, 2.463300e-01, -4.287712e-02
1.157480e+05, 2.392779e-01, -3.885937e-02
1.534472e+05, 2.323291e-01, -3.536545e-02
2.034181e+05, 2.271855e-01, -3.085095e-02
2.696861e+05, 2.198571e-01, -2.719520e-02
3.575525e+05, 2.155199e-01, -2.301708e-02
4.739878e+05, 2.122446e-01, -1.925785e-02
6.285148e+05, 2.070465e-01, -1.508403e-02
